study_number,title,author,publication_year,sample_id,location,sample_type,grab_composite,fraction,sample_size_ml,sample_size_g,concentration_method,extraction_method,PCR_method,primer,target_gene,original_copy_number_vol,original_copy_number_mass,copy_number_ml,log_copy_number_ml,root_3_copy_number_ml,copy_number_g,log_copy_number_g,root_3_copy_number_g,ct,positivity,positive_negative,positive_negative_num,detection_kit,population,case_original,case_cumulative,case_daily,case_active,case_hospitalized,case_weekly,digitalizer,study_info,date
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_7,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,82990.0859,NA,82990,4.919025765,43.61895481,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,35,NA,17.5,NA,NA,NA,yes,NA,2020-Mar-26
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_7,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,122877.726,NA,122878,5.089474134,49.71545037,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,35,NA,17.5,NA,NA,NA,yes,NA,2020-Mar-26
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_8,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,102085.041,NA,102085,5.008961933,46.73626237,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,55,NA,27.5,NA,NA,NA,yes,NA,2020-Mar-27
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_8,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,141410.443,NA,141410,5.150480122,52.0986785,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,55,NA,27.5,NA,NA,NA,yes,NA,2020-Mar-27
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_9,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,97584.0494,NA,97584,4.989378616,46.03903429,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,42,NA,21,NA,NA,NA,yes,NA,2020-Mar-28
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_9,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,127359.771,NA,127360,5.10503305,50.31270688,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,42,NA,21,NA,NA,NA,yes,NA,2020-Mar-28
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_10,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,120611.588,NA,120612,5.081390519,49.40795055,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,32,NA,16,NA,NA,NA,yes,NA,2020-Mar-29
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_10,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,140836.308,NA,140836,5.148713682,52.02809133,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,32,NA,16,NA,NA,NA,yes,NA,2020-Mar-29
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_11,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,88582.9478,NA,88583,4.947350384,44.57761148,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,63,NA,31.5,NA,NA,NA,yes,NA,2020-Mar-30
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_11,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,169481.824,NA,169482,5.22912358,55.34025977,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,63,NA,31.5,NA,NA,NA,yes,NA,2020-Mar-30
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_12,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,131273.408,NA,131273,5.11817541,50.82278619,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,65,NA,32.5,NA,NA,NA,yes,NA,2020-Mar-31
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_12,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,158801.498,NA,158801,5.200853233,54.1524044,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,65,NA,32.5,NA,NA,NA,yes,NA,2020-Mar-31
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_13,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,58795.3294,NA,58795,4.769340395,38.88482346,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,100,NA,50,NA,NA,NA,yes,NA,2020-Apr-01
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_14,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,150362.194,NA,150362,5.177138094,53.17563661,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,74,NA,37,NA,NA,NA,yes,NA,2020-Apr-02
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_14,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,155980.172,NA,155980,5.193068916,53.8298255,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,74,NA,37,NA,NA,NA,yes,NA,2020-Apr-02
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_15,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,79569.5087,NA,79570,4.900749358,43.01135449,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,81,NA,40.5,NA,NA,NA,yes,NA,2020-Apr-03
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_15,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,127322.318,NA,127322,5.104903452,50.3077025,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,81,NA,40.5,NA,NA,NA,yes,NA,2020-Apr-03
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_16,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,171698.171,NA,171698,5.234765236,55.58040992,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,77,NA,38.5,NA,NA,NA,yes,NA,2020-Apr-04
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_16,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,249788.059,NA,249788,5.397571571,62.97824057,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,77,NA,38.5,NA,NA,NA,yes,NA,2020-Apr-04
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_17,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,229556.731,NA,229557,5.36089054,61.22989483,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,44,NA,22,NA,NA,NA,yes,NA,2020-Apr-05
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_17,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,98096.0564,NA,98096,4.991651299,46.11941249,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,44,NA,22,NA,NA,NA,yes,NA,2020-Apr-05
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_18,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,189101.124,NA,189101,5.276693825,57.39815621,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,110,NA,55,NA,NA,NA,yes,NA,2020-Apr-06
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_18,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,204831.461,NA,204831,5.311395685,58.94747792,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,110,NA,55,NA,NA,NA,yes,NA,2020-Apr-06
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_19,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,157072.042,NA,157072,5.196098774,53.95515252,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,73,NA,36.5,NA,NA,NA,yes,NA,2020-Apr-07
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_19,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,130106.191,NA,130106,5.114297325,50.67173503,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,73,NA,36.5,NA,NA,NA,yes,NA,2020-Apr-07
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_20,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,149762.943,NA,149763,5.175404531,53.10493037,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,104,NA,52,NA,NA,NA,yes,NA,2020-Apr-08
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_20,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,189650.584,NA,189651,5.277955137,57.45374983,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,104,NA,52,NA,NA,NA,yes,NA,2020-Apr-08
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_21,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,178408.46,NA,178408,5.251414325,56.29520974,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,96,NA,48,NA,NA,NA,yes,NA,2020-Apr-09
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_22,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,322784.314,NA,322784,5.508911999,68.59682261,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,81,NA,40.5,NA,NA,NA,yes,NA,2020-Apr-10
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_22,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,438514.651,NA,438515,5.641984454,75.97338634,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,81,NA,40.5,NA,NA,NA,yes,NA,2020-Apr-10
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_23,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,169406.918,NA,169407,5.228931352,55.33209542,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,62,NA,31,NA,NA,NA,yes,NA,2020-Apr-11
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_23,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,203676.581,NA,203677,5.30894199,58.83656772,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,62,NA,31,NA,NA,NA,yes,NA,2020-Apr-11
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_24,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,394682.089,NA,394682,5.59624732,73.35264413,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,34,NA,17,NA,NA,NA,yes,NA,2020-Apr-12
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_24,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,463782.772,NA,463783,5.666314825,77.40546225,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,34,NA,17,NA,NA,NA,yes,NA,2020-Apr-12
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_25,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,185686.275,NA,185686,5.268779161,57.05053485,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,42,NA,21,NA,NA,NA,yes,NA,2020-Apr-13
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_25,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,213214.364,NA,213214,5.328815718,59.74091994,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,42,NA,21,NA,NA,NA,yes,NA,2020-Apr-13
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_26,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,207590.659,NA,207591,5.317208521,59.2110606,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,120,NA,60,NA,NA,NA,yes,NA,2020-Apr-14
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_26,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,150849.086,NA,150849,5.178542436,53.23298405,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,120,NA,60,NA,NA,NA,yes,NA,2020-Apr-14
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_27,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,241291.915,NA,241292,5.382542923,62.25596573,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,94,NA,47,NA,NA,NA,yes,NA,2020-Apr-15
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_27,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,172191.232,NA,172191,5.236010448,55.63355547,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,94,NA,47,NA,NA,NA,yes,NA,2020-Apr-15
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_28,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,207578.321,NA,207578,5.317181323,59.20982458,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,86,NA,43,NA,NA,NA,yes,NA,2020-Apr-16
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_28,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,310948.667,NA,310949,5.492689164,67.74798585,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,86,NA,43,NA,NA,NA,yes,NA,2020-Apr-16
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_29,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,135099.802,NA,135100,5.130655349,51.31194176,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,97,NA,48.5,NA,NA,NA,yes,NA,2020-Apr-17
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_29,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,99144.7455,NA,99145,4.996270817,46.28322424,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,97,NA,48.5,NA,NA,NA,yes,NA,2020-Apr-17
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_30,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,78913.8577,NA,78914,4.897154057,42.89282848,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,56,NA,28,NA,NA,NA,yes,NA,2020-Apr-18
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_31,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,86211.0597,NA,86211,4.935562683,44.17611917,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,26,NA,13,NA,NA,NA,yes,NA,2020-Apr-19
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_31,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,104750.386,NA,104750,5.020154032,47.13946803,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,26,NA,13,NA,NA,NA,yes,NA,2020-Apr-19
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_32,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,106991.848,NA,106992,5.029351306,47.47341079,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,100,NA,50,NA,NA,NA,yes,NA,2020-Apr-20
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_32,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,100811.633,NA,100812,5.003512231,46.54118215,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,100,NA,50,NA,NA,NA,yes,NA,2020-Apr-20
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_33,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,171591.981,NA,171592,5.234497036,55.5689698,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,57,NA,28.5,NA,NA,NA,yes,NA,2020-Apr-21
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_33,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,131142.542,NA,131143,5.117745114,50.806004,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,57,NA,28.5,NA,NA,NA,yes,NA,2020-Apr-21
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_34,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,96304.4724,NA,96304,4.983644326,45.83685115,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,76,NA,38,NA,NA,NA,yes,NA,2020-Apr-22
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_34,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,62597.0478,NA,62597,4.79655352,39.70554607,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,76,NA,38,NA,NA,NA,yes,NA,2020-Apr-22
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_35,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,78882.5733,NA,78883,4.896983419,42.88721117,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,82,NA,41,NA,NA,NA,yes,NA,2020-Apr-23
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_35,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,67084.8204,NA,67085,4.826625424,40.63264945,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,82,NA,41,NA,NA,NA,yes,NA,2020-Apr-23
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_36,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,72696.6292,NA,72697,4.861516489,41.73548804,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,77,NA,38.5,NA,NA,NA,yes,NA,2020-Apr-24
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_36,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,38988.764,NA,38989,4.590942096,33.90892581,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,77,NA,38.5,NA,NA,NA,yes,NA,2020-Apr-24
5,Measurement of SARS-CoV-2 RNA in wastewater tracks community infection dynamics,"Peccia, J et al.",2020,S5_37,WWTP,Primary solids,Grab,SO,2.5,NA,No concentration,RNeasy PowerSoil Total RNA Kit,qPCR,CDC_N1,N,114263.494,NA,114263,5.057905622,48.52533483,NA,NA,NA,NA,< 40 & RP = + ,Positive,1,Bio-Rad iTag Universal Probes One-Step Kit,200000,67,NA,33.5,NA,NA,NA,yes,NA,2020-Apr-25
